4194624 0
4194864 0
4194896 0
4195072 0
4196048 0
4196112 0
4196136 0
4196184 0
4196240 0
4196256 0
4196408 0
4196432 0
4196592 0
4196648 0
4196696 0
4196704 0
4196728 0
4196752 0
4196792 0
4196816 0
4196936 0
4196960 0
4196992 0
4197024 0
4197056 0
4197064 0
4197152 0
4197256 0
4197264 0
4197272 0
4197400 0
4197424 0
4197496 0
4197520 0
4197536 0
4197560 0
4197568 0
4197696 0
4197720 0
4197736 0
4197752 0
4197840 0
4197848 0
4197856 0
4197864 0
4197872 0
4197880 0
4197928 0
4198760 1
4199040 0
4199136 0
4199144 0
4199152 0
4199280 0
4199360 0
4199552 0
4199560 0
4199568 0
4199720 0
4199744 0
4199816 0
4199880 0
4199920 0
4199984 0
4200032 0
4200064 0
4200120 0
4200200 0
4200312 0
4200336 0
4200448 0
4200472 0
4200480 0
4200488 0
4200496 0
4200504 0
4200512 0
4200520 0
4200528 0
4200536 0
4200544 0
4200688 0
4200712 0
4200776 0
4200808 0
4200848 0
4200928 0
4201000 0
4201024 0
4201080 0
4201112 0
4201184 0
4201288 0
4201336 0
4201408 0
4201440 0
4201480 0
4201592 0
4201632 0
4201664 0
4201736 0
4201824 0
4201912 0
4201960 0
4202016 0
4202056 0
4202088 0
4202176 0
4202232 0
4202272 0
4202336 0
4202440 0
4202552 0
4202608 0
4202688 0
4202736 0
4202784 0
4202840 0
4202888 0
4202936 0
4202976 0
4203016 0
4203080 0
4203184 0
4203232 0
4203336 0
4203360 0
4203400 0
4203504 0
4203528 0
4203568 0
4203640 0
4203680 0
4203712 0
4203784 0
4203848 0
4203904 0
4203976 0
4204016 0
4204104 0
4204216 0
4204272 0
4204352 0
4204400 0
4204448 0
4204504 0
4204552 0
4204600 0
4204640 0
4204680 0
4204744 0
4204776 0
4204880 0
4204928 0
4204960 0
4205064 0
4205088 0
4205128 0
4205160 0
4205264 0
4205288 0
4205328 0
4205360 0
4205464 0
4205488 0
4205496 0
4205504 0
4205512 0
4205520 0
4205528 0
4205536 0
4205544 0
4205552 0
4205560 0
4205704 0
4205760 0
4205872 0
4205896 0
4205944 0
4205960 0
4206000 0
4206056 0
4206168 0
4206216 0
4206264 0
4206312 0
4206344 0
4206368 0
4206416 0
4206448 0
4206472 0
4206504 0
4206664 0
4206704 0
4206752 0
4206760 0
4206808 0
4206832 0
4206944 0
4206960 0
4206984 0
4207024 0
4207072 0
4207120 0
4207128 0
4207136 0
4207144 0
4207152 0
4207160 0
4207168 0
4207176 0
4207184 0
4207192 0
4207336 0
4207496 0
4207528 0
4207600 0
4207648 0
4207704 0
4207728 0
4207776 0
4207800 0
4207872 0
4207880 0
4207888 0
4207896 0
4207904 0
4207912 0
4207920 0
4207928 0
4207936 0
4207944 0
4208096 0
4208152 0
4208192 0
4208200 0
4208288 0
4208320 0
4208344 0
4208352 0
4208400 0
4208512 0
4208520 0
4208568 0
4208576 0
4208600 0
4208656 0
4208728 0
4208816 0
4208824 0
4208840 0
4208912 0
4208968 0
4209096 0
4209136 0
4209160 0
4209208 0
4209304 0
4209408 0
4209552 0
4209616 0
4209640 0
4209744 0
4209792 0
4209824 0
4209872 0
4209904 0
4209928 0
4209976 0
4210008 0
4210040 0
4210080 0
4210288 0
4210328 0
4210360 0
4210384 0
4210448 0
4210520 0
4210696 0
4210728 0
4210784 0
4210856 0
4210904 0
4210912 0
4210920 0
4210992 0
4211088 0
4211104 0
4211112 0
4211120 0
4211128 0
4211136 0
4211144 0
4211152 0
4211160 0
4211168 0
4211176 0
4211320 0
4211344 0
4211448 0
4211496 0
4211536 0
4211632 0
4211704 0
4211744 0
4211808 0
4211864 0
4211920 0
4211992 0
4212104 0
4212184 0
4212208 0
4212216 0
4212224 0
4212232 0
4212240 0
4212248 0
4212256 0
4212264 0
4212272 0
4212280 0
4212304 0
4212336 0
4212568 0
4212600 0
4212656 0
4212664 0
4212672 0
4212728 0
4212792 0
4212832 0
4212896 0
4212928 0
4212960 0
4213016 0
4213056 0
4213104 0
4213160 0
4213208 0
4213256 0
4213304 0
4213376 0
4213416 0
4213440 0
4213488 0
4213528 0
4213584 0
4213624 0
4213648 0
4213696 0
4213760 0
4213784 0
4213816 0
4213928 0
4213968 0
4213992 0
4214000 0
4214008 0
4214016 0
4214024 0
4214032 0
4214040 0
4214048 0
4214056 0
4214064 0
4214112 2
4214120 0
4214336 0
4214432 0
4214440 0
4214464 0
4214512 0
4214536 0
4214560 0
4214824 0
4214920 0
4214928 0
4214952 0
4215000 0
4215032 0
4215080 0
4215104 0
4215112 0
4215120 0
4215960 1
4216016 0
4216040 1
4216056 1
4216160 0
4216184 1
4216200 0
4216272 0
4216280 0
4216288 0
4216296 0
4216648 0
4216672 0
4216736 0
4216760 0
4216776 0
4216848 0
4216872 0
4216888 0
4216968 0
4217032 0
4217056 0
4217192 0
4217208 0
4217328 0
4217336 0
4217344 0
4217352 0
4217360 0
4217368 0
4217376 0
4217384 0
4217392 0
4217400 0
4218488 0
4218536 0
4218584 0
4218968 0
4219000 0
4219096 0
4219144 0
4219264 0
4219304 0
4219336 0
4219344 0
4219352 0
4219360 0
4220384 0
4220416 0
4220464 0
4220544 0
4220592 0
4220600 0
4220960 0
4221008 0
4221056 0
4221064 0
4221104 1
4221152 1
4221384 0
4221392 0
4221400 0
4221408 0
4221416 0
4221464 0
4221512 0
4221696 0
4221736 0
4221792 0
4221816 0
4221936 0
4221944 0
4222000 0
4222056 0
4223144 0
4223152 0
4223160 0
4223168 0
4223176 0
4223184 0
4223192 0
4223200 0
4223208 0
4223216 0
4251296 0
4251528 0
4251560 0
4251600 0
4251640 0
4251648 0
4251664 0
4251704 0
4251744 0
4251760 0
4251784 0
4251808 0
4251848 0
4251904 0
4251928 0
4251960 0
4251976 0
4252000 1
4252032 1
4252072 1
4252088 1
4252328 0
4252336 1
4252664 1
4252704 0
4252752 0
4252760 0
4252768 0
4252776 0
4252784 0
4252792 0
4252800 0
4252808 0
4252816 0
4252824 0
4252976 0
4253032 0
4253072 0
4253120 0
4253152 0
4253200 0
4253232 0
4253264 0
4253304 0
4253336 0
4253360 0
4253392 0
4253488 0
4253504 0
4253560 0
4253704 0
4253752 0
4253800 0
4253832 0
4253840 0
4253872 0
4254064 0
4254088 0
4254112 0
4254120 0
4254168 0
4254192 0
4254240 0
4254288 0
4254320 3
4254512 0
4254536 0
4254560 0
4254568 0
4254616 0
4254664 0
4254688 0
4254696 0
4254704 0
4254712 0
4254720 0
4254728 0
4254736 0
4254744 0
4254752 0
4254760 0
4254904 0
4254944 0
4254976 0
4255016 0
4255056 0
4255088 0
4255112 0
4255152 0
4255176 0
