4194624 0
4194920 1
4195192 1
4195248 2
4195328 1
4195536 0
4195544 0
4195552 0
4195576 0
4195632 0
4195688 1
4195728 1
4195936 1
4196160 1
4196216 1
4196272 1
4196408 1
4196416 1
4196440 1
4196472 0
4196584 0
4196808 1
4196872 1
4196912 1
4196944 1
4196952 0
4197128 1
4197160 0
4197192 0
4197224 1
4197272 1
4197336 1
4197416 1
4197464 0
4197480 1
4197512 0
4197608 0
4197616 0
4197792 0
4197840 0
4197872 1
4197936 1
4198000 0
4198056 2
4198480 0
4198544 0
4198608 0
4198744 0
4198752 0
4198760 0
4198888 0
4198952 1
4207032 0
4207040 0
4207056 1
4207160 0
4207168 0
4207176 0
4207184 0
4207192 0
4207200 0
4207208 0
4207216 0
4207224 0
4207232 1
4209304 1
4209656 1
4209664 1
4210680 1
4210688 1
4210696 1
4210704 1
4210712 1
4210720 1
4210744 1
4210840 0
4211472 1
4211520 3
4211568 0
4211616 1
4211712 1
4211736 1
4211832 1
4211880 1
4211952 1
4211968 1
4211976 1
4212016 1
4212344 1
4212368 1
4212376 1
4212456 1
4212528 1
4212536 1
4212576 1
4212824 1
4213112 1
4213120 0
4213128 1
4213136 1
4213144 1
4213152 0
4213320 0
4213328 1
4213336 1
4213696 1
4213896 1
4214128 1
4214272 1
4214416 3
4214424 3
4214432 0
4214568 1
4214576 0
4214616 1
4214624 0
4214632 0
4215128 1
4215136 1
4215280 0
4215288 0
4215368 0
4215400 0
4215408 0
4215448 0
4215472 1
4215512 1
4215736 1
4215816 1
4215928 0
4216216 0
4216224 0
4216256 1
4216296 1
4216304 1
4216312 1
4216320 1
4216328 1
4216336 1
4216344 1
4216352 1
4216360 1
4217640 0
4217688 0
4217720 0
4217776 0
4217864 0
4217888 0
4217904 0
4217944 0
4217952 1
4217960 1
4217992 1
4218000 1
4218040 0
4218064 0
4218104 1
4218136 1
4218240 2
4218296 0
4218312 1
4218320 0
4218352 0
4218416 0
4218424 0
4218448 0
4218456 0
4218496 0
4218520 0
4218552 1
4218608 1
4218632 0
4218688 0
4218712 0
4218736 1
4218744 0
4218776 3
4218832 0
4218840 0
4218848 0
4218856 0
4218864 0
4220352 0
4220392 0
4220400 0
4220408 0
4220432 1
4220536 1
4220576 1
4220592 1
4220600 1
4220648 1
4220896 1
4221088 1
4221104 1
4221128 1
4221192 1
4221232 1
4221240 1
4221824 1
4221832 1
4221912 1
4221944 1
4222120 1
4222144 1
4222152 1
4222160 1
4222224 1
4222248 1
4222600 0
4222608 1
4222616 0
4222624 0
4222632 0
4222680 1
4222728 0
4222792 0
4223064 1
4223072 1
4223080 1
4224656 0
4225040 3
4225048 3
4225056 3
4225064 3
4225072 3
4225080 3
4225088 3
4225488 0
4225584 0
4225696 0
4225728 0
4225760 1
4248632 1
4248640 1
4248656 1
4248712 0
4248848 1
4248864 0
4248872 1
4248880 1
4258784 0
4258840 0
4258848 0
4261096 1
4261152 1
4261160 1
4261376 0
